1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,5714285
1,7142857
1,7142857
1,7142857
1,7142857
1,7142857
1,5714285
1,7142857
1,7142857
1,7142857
1,8571428
1,5714285
1,7142857
1,7142857
1,8571428
1,7142857
1,7142857
1,7142857
1,8571428
1,7142857
1,7142857
1,8571428
1,5714285
1,8571428
1,5714285
1,7142857
1,7142857
1,5714285
1,7142857
1,5714285
1,7142857
1,7142857
1,5714285
1,8571428
1,5714285
1,7142857
1,7142857
1,7142857
1,8571428
1,7142857
1,5714285
1,7142857
1,7142857
1,8571428
1,7142857
1,7142857
1,5714285
1,7142857
1,8571428
1,5714285
1,7142857
1,8571428
1,5714285
1,7142857
1,5714285
1,8571428
1,7142857
1,7142857
1,8571428
1,5714285
1,7142857
1,7142857
1,8571428
1,8571428
1,5714285
1,8571428
1,7142857
1,7142857
1,5714285
1,7142857
1,7142857
1,7142857
1,5714285
1,7142857
1,7142857
1,5714285
1,7142857
1,8571428
1,5714285
1,5714285
