1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
1,2857143
